Sample_ID,CentroidX,CentroidY,Mass,Width,Depth,Orientation0,Orientation1,Orientation2,Orientation3,Orientation4,Orientation5,Orientation6,Orientation7,Orientation8,Orientation9,Leaf weight,LeafArea,Leaf Hue,Class
262,138.5846,279.4444,0.3645,239.448983,716.6281659,0.239158358,0.185332083,0.125336654,0.081987681,0.066484369,0.050496235,0.053143066,0.055882335,0.065524075,0.076958791,,14282.01004,57.13190095,C
263,153.0634,292.5599,0.4701,255.6796495,686.2647899,0.161320283,0.154683627,0.138016695,0.102848081,0.075134081,0.056379152,0.059260477,0.067227978,0.081278718,0.103754969,,9023.038535,63.80246831,C
264,158.4327,298.5829,0.423612596,191.8944337,689.1644393,0.186539705,0.160558467,0.133432902,0.102902966,0.076014194,0.056124348,0.060197513,0.063440279,0.070959322,0.089639496,,9736.37177,64.64312865,C
265,151.5625,244.6781,0.338975945,178.0808565,477.7283664,0.255402067,0.183964897,0.124921848,0.087322707,0.071244296,0.055869205,0.054538139,0.054050475,0.055747782,0.056927981,,10497.55578,65.44815457,C
266,185.5147,248.2734,0.327871278,161.6383859,437.8485172,0.288443971,0.181963002,0.105396082,0.072934427,0.059248591,0.04726088,0.051120574,0.055710672,0.063710999,0.074399382,,9909.75229,62.98169051,C
267,125.5182,189.662,0.27883919,208.7650531,390.1111014,0.298371703,0.19339787,0.113878993,0.075891684,0.062485109,0.046130382,0.046711884,0.04950103,0.053957106,0.059569658,,9794.833989,62.1493063,C
268,183.0884,274.6196,0.379233953,219.9692374,702.1509824,0.249530633,0.182202241,0.124434235,0.085913751,0.068462381,0.051104323,0.052005453,0.055509866,0.061719863,0.069049314,,9950.057695,62.73782253,C
269,142.3528,234.2941,0.317777236,203.7722641,451.2447192,0.245193725,0.193227708,0.128969924,0.082590761,0.068179943,0.050007164,0.051440351,0.056110359,0.057650571,0.066607893,,10714.50665,63.79513943,C
270,138.3735,277.941,0.43741653,235.6783102,716.8010572,0.239114458,0.185249315,0.125378779,0.082077905,0.066521992,0.050432462,0.053130847,0.055757713,0.065444063,0.077025243,,14332.96318,56.80166871,C
271,152.8996,290.2757,0.418828869,252.9021776,686.0938546,0.161491269,0.154832579,0.138156585,0.102672395,0.075263631,0.056089796,0.059182164,0.067206944,0.081275773,0.103735668,,9027.717864,63.97257911,C
272,159.6779,298.8919,0.423758417,188.8049235,693.6100937,0.186490546,0.160471436,0.133549229,0.102894583,0.07637122,0.056219003,0.060409398,0.063496825,0.070685407,0.0896453,,9697.16861,56.84374641,C
273,152.0972,243.5453,0.338346979,179.6585384,476.8909529,0.255347871,0.183904339,0.125027306,0.087280953,0.071213314,0.055782379,0.054314441,0.053970506,0.055841103,0.057109105,,10499.36666,56.84374641,C
274,185.9522,245.8659,0.323710243,171.8760573,436.1581698,0.288393662,0.181933309,0.105417035,0.072978449,0.059179821,0.047222006,0.051006744,0.055795621,0.063622444,0.074271071,,9959.782731,62.84628043,C
275,125.0118,192.5643,0.278503279,204.9239031,392.1541503,0.298192882,0.19347667,0.113820188,0.075915423,0.06240476,0.046072725,0.046627244,0.049499086,0.053929657,0.059469767,,9846.677365,61.76728754,C
276,182.7335,274.4617,0.384049567,219.061427,707.5159454,0.249633958,0.182349515,0.124564195,0.0859216,0.068673884,0.051164831,0.052074922,0.055658788,0.061715793,0.069078358,,9930.271258,62.77650282,C
277,142.9992,235.8199,0.317930335,208.6996514,447.1518948,0.245238374,0.193083529,0.128775095,0.082599555,0.068221348,0.050074112,0.051279342,0.056028261,0.057629033,0.066696181,,10763.49842,63.63690345,C
278,140.0468,280.4421,0.434676783,238.9383365,719.1801563,0.239143829,0.185508541,0.125642819,0.081981012,0.066382209,0.050457911,0.053132925,0.055658874,0.065391195,0.076982263,,14344.43563,56.84374641,C
279,153.5284,289.722,0.418383169,253.9682672,689.9599562,0.161603534,0.154786129,0.138175851,0.102791074,0.075407433,0.056007154,0.059228578,0.067289018,0.081364386,0.103609762,,9035.56243,64.15233562,C
280,158.4001,297.5973,0.424808982,193.5765958,692.6816131,0.186507168,0.160407333,0.133524455,0.102946411,0.076193042,0.056014719,0.060288422,0.063500632,0.070696817,0.089608353,,9707.504375,64.51759312,C
281,151.8637,245.5441,0.33495448,180.8140627,476.3199646,0.255517953,0.183765385,0.124844593,0.087399388,0.071267222,0.055630602,0.054302203,0.05393956,0.055768277,0.056920403,,10509.70956,65.40579794,C
282,184.9265,247.8507,0.326974552,162.870867,439.7935876,0.288296895,0.182167551,0.105166906,0.072898442,0.059227994,0.04717457,0.051261315,0.055794197,0.063628735,0.074410789,,9893.933809,62.53717204,C
283,125.4875,188.3716,0.27640246,198.8170706,392.2108646,0.298485353,0.193440966,0.113853206,0.07589501,0.06260911,0.046145327,0.046926452,0.049566238,0.053907955,0.059742408,,9780.691322,62.01066898,C
284,183.386,273.5372,0.382375703,220.4697683,705.6107597,0.249550068,0.182171863,0.124514876,0.086021975,0.068441755,0.051272889,0.052102755,0.055681547,0.061807971,0.068977188,,9918.850286,62.66692794,C
285,141.4272,234.7708,0.320038017,212.0492633,448.2519874,0.245021317,0.193184456,0.128812831,0.082515348,0.06828571,0.050095944,0.051209586,0.056268092,0.057622867,0.066566635,,10768.24683,63.94890666,C
286,139.1873,284.076,0.440945092,238.1463736,715.4049317,0.239141412,0.18512979,0.125160767,0.082111973,0.06653553,0.05038554,0.053238129,0.055682746,0.065272147,0.076999167,,14329.88495,56.81202697,C
287,154.0619,297.5057,0.419457438,248.5095025,690.7635209,0.161563583,0.154767218,0.137958675,0.10275781,0.075293402,0.056063223,0.059135965,0.067466901,0.081386967,0.103928171,,9047.241684,63.79133253,C
288,159.2713,300.7399,0.423390203,191.6756858,694.7235427,0.186640157,0.160532192,0.133555781,0.102921581,0.076093465,0.05604027,0.060191275,0.063410698,0.070861657,0.089647972,,9697.910568,64.76852238,C
289,151.0926,248.07,0.334565922,186.3313085,474.6524278,0.255364364,0.183915398,0.124946661,0.087479421,0.071297194,0.055895169,0.054441838,0.054004451,0.055706947,0.057005474,,10535.51464,65.29386521,C
290,185.5024,248.2056,0.325456549,161.8126754,440.1310479,0.288421672,0.181980274,0.105257543,0.072986173,0.059215998,0.047237396,0.051218053,0.055686089,0.063623123,0.074435704,,9939.827436,62.77520224,C
291,125.8597,190.7585,0.276762102,202.4461898,390.4337833,0.298302039,0.193355445,0.113831077,0.075901968,0.062482227,0.046081899,0.046761011,0.049461035,0.054037077,0.059690716,,9795.626974,61.96082607,C
292,181.694,276.276,0.380814284,223.8129681,711.6496965,0.249571182,0.182403866,0.124499767,0.085898777,0.068377118,0.051024435,0.052019538,0.055562065,0.061697477,0.06889741,,9955.848994,62.90040639,C
293,141.3269,233.0396,0.320854466,206.7644129,450.6761035,0.245210191,0.193130896,0.128869935,0.082637872,0.068283949,0.050028436,0.051402199,0.056193028,0.057593914,0.066722899,,10717.00793,63.78750811,C
294,137.9077,278.5684,0.439170935,235.4061247,718.4751281,0.239128494,0.185176949,0.125293966,0.082151229,0.066476864,0.050518082,0.053041507,0.055862087,0.065476937,0.077031743,,14312.38783,56.91114091,C
295,153.0309,292.6963,0.422138836,253.9694122,688.0738108,0.161333761,0.154812552,0.138091412,0.102739446,0.075181528,0.056173386,0.059239154,0.067266691,0.081270067,0.103810458,,9091.9342,64.01049387,C
296,159.3622464,300.2507983,0.421931769,191.6355464,693.0209923,0.186524153,0.160679637,0.133451876,0.103084771,0.076080156,0.05602565,0.060311013,0.063309677,0.07076155,0.089575505,,9678.33097,64.66956454,C
297,151.7868417,242.9275442,0.338720865,187.8371829,484.619305,0.25544083,0.184074439,0.124976027,0.087501374,0.071244166,0.055728893,0.054544486,0.05403145,0.055633259,0.056928122,,10537.37046,65.52514521,C
298,183.5473623,249.5849577,0.324136012,166.9558001,436.8018671,0.288338975,0.181844689,0.105325555,0.073063687,0.059235159,0.047240848,0.051123565,0.055664182,0.063508332,0.074406804,,9907.743481,62.7005307,C
299,123.4886575,189.9117676,0.279110017,201.0278524,386.1979397,0.298151701,0.193557151,0.113872939,0.075864296,0.062473813,0.046131791,0.046552278,0.049570159,0.053899867,0.059754735,,9832.61851,61.6266396,C
300,184.0927932,275.095239,0.386311536,220.3250668,707.6433131,0.249742645,0.182350351,0.124669338,0.085964549,0.068617495,0.051010146,0.05214726,0.055646299,0.06189724,0.068829402,,10007.54338,62.66780326,C
301,142.1887916,234.2035643,0.318499511,213.6522702,448.8676778,0.24488238,0.193279906,0.12903131,0.082638914,0.068275091,0.049864606,0.051376806,0.055961757,0.05742988,0.066509757,,10762.90048,64.16446641,C
302,137.8396385,278.6100994,0.439131773,237.3739068,714.0910427,0.239149811,0.184876525,0.125498874,0.082006484,0.066575807,0.050488539,0.053161089,0.055694005,0.065409325,0.07691572,,14286.96758,56.998279,C
303,154.6592402,292.4180464,0.421148499,256.243196,689.8548982,0.161174516,0.154874895,0.138046782,0.102767651,0.07518812,0.056148603,0.059359046,0.067359597,0.081193609,0.103772681,,9037.025421,63.98189761,C
304,157.1753302,297.450139,0.42427149,196.3704538,692.6093457,0.186586651,0.160707684,0.133525774,0.103031715,0.076082267,0.056119715,0.060193412,0.063272676,0.070899242,0.089389685,,9668.684544,64.61929184,C
305,149.6018788,245.2788734,0.334159319,186.0888096,472.8540211,0.255474668,0.183872586,0.12480928,0.087500418,0.071131357,0.055810334,0.054574508,0.053951973,0.055708898,0.057225,,10484.0875,65.09118989,C
306,182.6593055,246.5522098,0.330931702,161.1996996,435.5916432,0.288336275,0.181844053,0.105362699,0.07297563,0.059276553,0.047262293,0.051044202,0.05586027,0.063660172,0.074799627,,9971.820233,62.88184662,C
307,125.304786,188.3387256,0.281323642,200.463627,388.7727458,0.298406856,0.193601199,0.113962214,0.075715093,0.062418666,0.045973033,0.046719334,0.049367792,0.054139545,0.059555214,,,61.84871092,C
308,184.4762652,276.2333555,0.382864118,218.5504249,707.8036519,0.24955723,0.18237735,0.124599443,0.086042146,0.068279904,0.050920916,0.051980962,0.055631353,0.061774329,0.068975941,,,63.0212798,C
309,142.14137,234.9899898,0.31690457,208.2341089,449.882503,0.245238962,0.193076163,0.128961243,0.082586148,0.068200672,0.05000471,0.051355303,0.056013926,0.057406299,0.06676036,,,63.84311163,C
310,138.0371523,278.5321437,0.440464929,241.0856817,718.7896185,0.239140582,0.185183944,0.125289183,0.082220198,0.066634438,0.050371191,0.052938743,0.056045362,0.065383553,0.07708574,,,56.81986562,C
311,151.5945694,290.9981459,0.416419792,,689.8704658,0.161428619,0.154611423,0.138202908,0.10285191,0.075130379,0.056112991,0.059051284,0.067329706,0.081250036,0.103672714,,9915.324728,63.51234904,C
312,154.4734836,297.8871399,0.424762557,189.0773959,695.8827689,0.186801852,0.160741869,0.133526634,0.102897673,0.07593303,0.055943508,0.06022961,0.063323334,0.070866886,0.089616281,,9745.4757,64.7544277,C
313,152.244161,245.2538504,0.337551471,180.4533071,477.1480814,0.25543339,0.183817942,0.124896922,0.087528175,0.071039583,0.055832907,0.054517897,0.054107342,0.055519333,0.057194949,,10485.9983,65.41796135,C
314,184.2642945,249.116357,0.325059358,165.9048655,438.4762476,0.288471036,0.182055359,0.10529394,0.073113889,0.059026476,0.047212946,0.051372711,0.055721124,0.063583357,0.074324017,,9915.324728,62.51243921,C
315,125.1730082,193.0317277,0.275985852,202.5874721,390.9650027,0.298179679,0.193500884,0.113760572,0.075975996,0.062330467,0.046284477,0.046794974,0.049254593,0.054061745,0.059736615,0.03,9829.524384,61.48791662,C
316,184.2772067,276.4092475,0.382114623,217.8344723,704.7417921,0.249519286,0.182591289,0.124326769,0.085987713,0.068382586,0.050922192,0.051812971,0.055670956,0.061797871,0.068955419,0.01,9947.894171,62.94870589,C
317,142.443498,238.2123433,0.320397099,216.5496608,446.2002274,0.245178725,0.193335858,0.128867264,0.082819417,0.068435081,0.049913888,0.051309554,0.056330871,0.057499489,0.066682941,0.03,10753.597,63.67772046,C
318,137.769354,279.1569461,0.434850144,240.4030524,715.0712439,0.239030902,0.185168354,0.125232354,0.082130655,0.066450246,0.050271885,0.053199012,0.05589368,0.065490566,0.077023263,0.03,14324.91497,56.89603487,C
319,151.8517136,292.571926,0.420880042,255.0609235,691.4991189,0.161392806,0.154772299,0.138159276,0.102679154,0.075152928,0.056230254,0.059228198,0.067220848,0.081128762,0.103896045,0.05,9106.081951,63.9066441,C
320,160.3421738,300.1148968,0.422778822,189.8143094,695.5876655,0.186473208,0.160636629,0.13364551,0.102833586,0.076125475,0.056001572,0.060030991,0.063251862,0.071039209,0.089450486,0.05,9708.978762,64.49158239,C
321,153.357534,243.4319473,0.336490244,180.5941097,478.9809482,0.255548473,0.183762108,0.12527293,0.087470125,0.07130367,0.055886189,0.054499634,0.053937227,0.055674024,0.05685065,0.04,10453.28335,65.43535937,C
322,185.6730164,249.4282507,0.330870342,164.0417656,438.3734694,0.288466693,0.182135057,0.105384407,0.072917705,0.059153338,0.047293547,0.051287881,0.05565898,0.063559858,0.074523884,0.02,9908.672941,62.68170654,C
323,124.9473329,187.8143327,0.273546078,203.9037857,389.3151875,0.29852331,0.193593406,0.113883981,0.075771391,0.06244066,0.046207561,0.046904556,0.049283335,0.054221927,0.059517908,,9816.840403,61.89333298,C
324,183.63072,274.3299739,0.382461158,219.3480193,706.1701774,0.249549059,0.182453126,0.124199904,0.086022465,0.06855369,0.051251778,0.05203697,0.055570423,0.061661942,0.068832619,,9911.999091,63.1644976,C
325,141.5261665,236.2245678,0.319045756,210.2959973,447.4321443,0.245300217,0.193092057,0.128763039,0.082844742,0.067973093,0.050177794,0.051488557,0.056077036,0.057524036,0.066554839,,10785.25165,63.73385008,C
326,138.1784405,279.006118,0.442374611,238.4236422,719.537781,0.239400782,0.185278057,0.125217905,0.082255999,0.066534401,0.050480933,0.053060578,0.055922182,0.065350633,0.076967464,,14354.04948,57.0013768,C
327,152.2641551,292.0848168,0.419533709,257.1682702,688.4832037,0.161370273,0.155026789,0.138032401,0.102857495,0.075374481,0.056152627,0.059368369,0.067381112,0.081239664,0.103704317,,9008.652026,63.93953913,C
328,159.6842218,298.0072573,0.421714129,194.002207,695.4266458,0.186494717,0.160538615,0.133704075,0.103081248,0.076313212,0.056485398,0.060000373,0.063413619,0.071051833,0.089590882,0.02,9705.293759,64.44085796,C
329,152.6401949,245.5504464,0.33221431,181.1634042,479.8231141,0.255352706,0.183909565,0.12496348,0.087364422,0.071259298,0.055870225,0.054526311,0.054026257,0.055506516,0.057148365,0.02,10482.07487,65.39769018,C
330,186.5723915,250.3370244,0.325884006,163.6441123,439.8819558,0.288372719,0.182075212,0.10515125,0.073125069,0.059215066,0.046991702,0.051077025,0.055592163,0.063732156,0.074409791,0.02,9952.61001,62.77228534,C
331,126.3164754,188.049522,0.279469277,202.712718,389.4999159,0.29829509,0.1932988,0.113999022,0.075922383,0.062227283,0.046100536,0.046805012,0.049575218,0.053973564,0.059512384,0.01,9819.288083,61.94325626,C
332,182.2456232,277.1038457,0.38279404,216.6182842,705.3561178,0.249712825,0.182402111,0.124486809,0.085963287,0.068440928,0.051001592,0.052124869,0.05562152,0.061763125,0.068938377,0.02,9952.690137,62.68316273,C
333,140.6850566,233.3929114,0.317450072,214.0374049,446.76041,0.245144739,0.193078185,0.128992089,0.082349423,0.068174107,0.049964597,0.051456048,0.056044905,0.057648287,0.06681429,0.03,10751.73615,63.74223147,C
334,138.2375507,280.2843893,0.435292743,238.6098298,714.983722,0.239214995,0.185210206,0.125280531,0.082030182,0.066372325,0.050411896,0.053179244,0.055669193,0.065470731,0.076982939,0.04,14301.11774,56.87785987,C
335,153.3053212,293.9209913,0.416333387,252.5750551,691.689005,0.161264207,0.154781168,0.138076994,0.102716859,0.07507144,0.056273871,0.059258707,0.067332586,0.081260231,0.103703724,0.05,9054.003927,63.87251985,C
336,160.2376777,300.1875812,0.42346506,191.4864956,693.8958339,0.186818204,0.160379627,0.133719398,0.102715558,0.076042589,0.056083728,0.060056867,0.063391661,0.07077232,0.089441657,0.03,9703.453446,64.76302257,C
337,149.8176333,244.7209103,0.332932165,185.5075023,478.4694582,0.255390634,0.183958771,0.124729945,0.087276993,0.071323217,0.055697727,0.054384039,0.053986859,0.056037894,0.057195271,0.01,10521.11274,65.53086292,C
338,185.5156692,248.4336452,0.323451454,164.8880239,437.3350225,0.28838047,0.18183065,0.105223041,0.072953368,0.059307511,0.047232263,0.051200735,0.055832987,0.063630986,0.074532599,,9918.558606,62.88074066,C
339,125.5875728,190.0172486,0.276808229,199.2409134,389.0983027,0.298302028,0.193314398,0.114042717,0.076065177,0.062454737,0.046170522,0.046727904,0.049584442,0.053924905,0.059471144,0.05,9820.114244,62.00906241,C
340,180.0513831,275.5976132,0.386034283,218.5959936,707.3585048,0.249554485,0.182303594,0.12452699,0.085619519,0.068376667,0.051220607,0.051878506,0.055628835,0.061618553,0.068774489,,9952.020996,63.14000486,C
341,143.971348,236.2710906,0.321490936,206.2805382,445.0232537,0.245253969,0.193064459,0.129006158,0.082493488,0.068091324,0.050176857,0.051446561,0.056122118,0.057222858,0.066767466,0.03,10753.72169,63.82322536,C
342,142.0165529,277.601266,0.436175405,240.6073704,715.9505383,0.239154663,0.185171789,0.125187413,0.081882329,0.066563732,0.050310462,0.053091252,0.05575251,0.06554776,0.076882381,0.05,14295.80274,56.59384044,C
343,152.5984993,288.0313243,0.420310248,253.9318827,689.4268036,0.161274162,0.154860911,0.138309035,0.102798612,0.075257876,0.056184985,0.059123784,0.067102877,0.08130822,0.103814188,0.04,9010.848116,64.13076477,C
344,159.1615563,299.5868921,0.420894967,191.8080293,693.2341199,0.186545464,0.160657735,0.13357347,0.102798119,0.076092175,0.055846475,0.06021933,0.063523039,0.070720411,0.089693681,,9753.125166,64.82344473,C
345,151.9863709,244.4438171,0.332648809,190.4095711,476.2405039,0.255424064,0.183843672,0.125079204,0.087379832,0.071214756,0.055674844,0.05436318,0.053994367,0.055826992,0.057020337,0.04,10452.28349,65.4456023,C
346,189.0299138,244.9742754,0.324375917,160.1760022,442.436408,0.288595492,0.182199493,0.105201543,0.072829773,0.059157636,0.047336461,0.051282508,0.055762696,0.063485238,0.074467387,0.03,9922.088426,62.68617157,C
347,124.3972123,192.9761369,0.280213309,199.3383953,388.0643061,0.298275698,0.193511337,0.113696836,0.075906279,0.062484886,0.04612548,0.046525672,0.049399656,0.053874194,0.059668039,0.03,9834.380509,61.73315651,C
348,183.9607287,274.6728763,0.383426669,218.9921926,707.5283888,0.249557347,0.182188785,0.124469221,0.085909925,0.068500582,0.051364303,0.051998371,0.055724553,0.061636788,0.068830534,0.01,9920.863117,63.10265798,C
349,144.0602039,237.3230584,0.316330473,206.5364431,451.2909307,0.245358809,0.193095681,0.129089153,0.082572779,0.068226718,0.050113573,0.051449283,0.05600441,0.057460827,0.066706832,,10797.3658,63.54894497,C
350,142.1074007,280.6085955,0.441510827,236.2384401,718.1123571,0.239159459,0.185271054,0.125289218,0.082271734,0.066623027,0.050594237,0.053120493,0.055616975,0.065227916,0.077084518,0.01,14274.88494,57.35578949,C
351,154.21054,291.0699845,0.421013171,248.969121,684.8081308,0.161432752,0.15465334,0.138097176,0.102892642,0.075244866,0.05602929,0.059299093,0.067318018,0.081323508,0.103750402,0.04,9035.0082,63.94035808,C
352,159.5783791,298.2918159,0.423998321,187.5801635,691.3950023,0.186446726,0.160576701,0.133361751,0.103068774,0.075902902,0.056226746,0.060177202,0.063406593,0.070977247,0.089512606,0.02,9709.254417,64.61810443,C
353,150.3668921,245.100541,0.332064489,185.6899492,479.5347376,0.255363689,0.183983214,0.124986818,0.087523176,0.071368293,0.055888914,0.054356103,0.053908476,0.055865935,0.05720176,0.03,10476.9517,65.61402892,C
354,186.5573164,247.0753879,0.324146615,160.3679683,436.8450952,0.288380192,0.182113864,0.105347557,0.073037386,0.059411397,0.047133706,0.051172088,0.055886404,0.06368936,0.074489117,0.01,9921.613719,62.76827228,C
355,127.3711653,188.9148521,0.277667448,197.4948249,390.4257506,0.298265754,0.193532909,0.114061973,0.075766819,0.062344102,0.046166653,0.04673616,0.049268217,0.054083247,0.059751009,0.04,9823.324365,61.56790088,C
356,180.6927605,272.642812,0.384715968,222.9514026,707.6560501,0.249626242,0.181992082,0.12443592,0.085793156,0.068604158,0.051110801,0.051815209,0.055682961,0.061591345,0.069025907,0.02,10005.16869,62.99786057,C
357,141.1983278,235.6412104,0.315603075,209.0044345,447.9731733,0.245172619,0.193048366,0.128830496,0.082611873,0.068210066,0.050134695,0.051307,0.056175826,0.057733729,0.066841718,0.01,10720.55337,63.97031975,C
358,138.3416703,284.271686,0.439429442,238.9926723,714.3736897,0.239129613,0.185111914,0.125402424,0.082206346,0.066596134,0.050533608,0.053111563,0.055867451,0.065433068,0.076950676,0.03,14369.99818,56.94891395,C
359,154.2648953,296.2201432,0.420008043,251.643495,685.8875338,0.161508749,0.154913431,0.138037079,0.102736795,0.075262765,0.055998811,0.059163315,0.06735303,0.081158673,0.103647815,0.04,9079.849924,63.87659948,C
360,159.0456627,301.0646561,0.421902252,191.1038006,690.3342511,0.186978146,0.160636766,0.13343232,0.103181887,0.076060192,0.056131179,0.060148884,0.063387435,0.070931249,0.089506896,,9717.796866,64.88903435,C
361,153.208019,248.4410989,0.339018932,180.3922618,478.138867,0.255549541,0.18396229,0.124920229,0.08744089,0.07120307,0.055649443,0.05441602,0.054075745,0.055775259,0.057124631,0.01,10530.56366,65.44502332,C
362,183.7394739,247.3157666,0.328119581,167.2238275,439.3803204,0.288423002,0.181896199,0.105188051,0.072984743,0.05913939,0.047222834,0.051113034,0.055808156,0.063461598,0.07421549,0.05,9890.974074,62.96054071,C
363,127.1182672,189.7037819,0.274685545,205.5546073,388.8359786,0.298312231,0.193337176,0.113684351,0.075792808,0.062433651,0.046042798,0.046733844,0.049521301,0.05398434,0.059484583,0.02,9753.184287,61.87672084,C
364,181.8802742,277.304896,0.387995062,214.7671501,710.3232772,0.249661373,0.182454477,0.124394644,0.085955383,0.068363392,0.051009483,0.052187891,0.055740668,0.061463554,0.068921731,0.05,9957.447399,62.70418724,C
365,141.4340215,232.5442878,0.320411128,211.1843822,449.5781597,0.245290177,0.193095375,0.128709892,0.082594191,0.068330463,0.050175029,0.051488578,0.056239547,0.057724675,0.066751061,0.04,10695.93684,64.00844783,C
366,138.8370804,276.7902024,0.440246843,237.1037116,720.3505396,0.239063529,0.185136182,0.125384102,0.082140725,0.066419406,0.050711803,,0.055930642,0.065484524,0.076865328,,14391.93294,56.69817767,C
367,154.5786273,292.7096669,0.41692434,252.7503822,688.8876827,0.16116196,0.154662457,0.138291284,0.102869972,0.075379548,0.055919496,0.059311503,0.067023686,0.081430985,0.103555313,0.01,9039.702837,63.82669021,C
368,158.8231651,298.6596537,0.422251623,187.9843654,690.8543011,0.186619315,0.160395259,0.133501259,0.102745531,0.076100244,0.05594652,0.060150988,0.063311816,0.070829133,0.089566987,0.05,9709.399669,64.63443406,C
369,150.3409737,242.5031757,0.336569041,183.7141651,475.4732221,0.255314594,0.183860964,0.125090866,0.08714947,0.071183133,0.055768856,0.054446516,0.054065661,0.055608407,0.05692122,0.03,10456.12632,65.66037881,C
370,184.4360077,250.7412578,0.328143239,162.6295083,441.5931229,0.288324311,0.18213522,0.105141912,0.072984593,0.059377917,0.047055185,0.051366151,0.055787018,0.06370398,0.074394235,,9902.832334,62.69808477,C
371,124.8343273,190.2854909,0.273314456,205.9970334,386.2908558,0.298356038,0.193548171,0.113734089,0.075852848,0.06249309,0.046273216,0.046506784,0.049595754,0.054105899,0.059554214,0.01,9847.468459,61.99836179,C
372,186.4558637,278.0327775,0.379595486,219.8140954,706.9261738,0.249442466,0.182199046,0.124554575,0.086012823,0.068489252,0.050945118,0.05178062,0.055611257,0.061715446,0.069202392,0.05,9974.160395,62.68372823,C
373,141.5027916,234.1414594,0.319484096,210.468902,441.6278029,0.24532154,0.193023352,0.12900439,0.082629826,0.068235867,0.050004907,0.051363404,0.056227805,0.057398438,0.066658966,,10751.43763,63.99008602,C
374,135.7284675,276.5976194,0.436492287,239.5008935,710.5591573,0.239082154,,0.125289219,0.082130464,0.066666023,0.050239581,0.053118754,0.055771187,0.065515596,0.077074153,0.01,14281.28957,56.84738372,C
375,156.7565816,292.9939401,0.41786092,254.9718864,688.8829943,0.161533504,,0.138145922,0.10291634,0.075341756,0.056168812,0.059199524,0.067387658,0.081282354,0.103904022,0.02,9016.321902,63.62991954,C
376,158.5207648,297.9968962,0.421287802,193.3692613,691.7835596,0.186637641,0.16051232,0.133456097,0.102791362,0.076178235,0.056027495,0.060095841,0.063705216,0.071048289,0.089516675,,9640.378597,64.82079047,C
377,149.5753833,246.6894262,0.3354059,184.6523474,476.2955817,0.255491924,0.183821954,0.124936972,0.087289862,0.071121936,0.055587263,0.054551995,0.053768589,0.055538498,0.056969157,,10463.59636,65.31386145,C
378,183.4619729,243.6352433,0.325368126,168.9524038,441.5938612,0.288412599,0.181911322,0.105282344,0.073075884,0.059147146,0.04726137,0.051018286,0.055935749,0.063617879,0.074535989,0.01,9883.274976,62.32267868,C
379,127.6430251,190.6788018,0.276817596,198.0917188,390.8539838,0.298329009,0.193478705,0.113910601,0.075886947,0.062600904,0.046365821,0.046785151,0.049600848,0.054094472,0.059477821,0.02,9811.15992,61.99186642,C
380,184.5449877,275.4136904,0.386634958,218.1122431,707.7315185,0.249579516,0.182284077,0.124378237,0.086056422,0.06837413,0.051131165,0.051888411,0.055485049,0.061672718,0.068952841,,9959.20732,62.49178052,C
381,141.9106795,236.697192,0.319275772,204.4189593,445.1633794,0.245318292,0.193459555,0.128859151,0.082554945,0.068193643,0.050025153,0.05141614,0.056036999,0.05779409,0.066755891,,10718.41946,63.71957564,C
382,140.3357336,280.544271,0.439955044,238.0094443,714.1925713,0.239231282,0.185225155,0.125220053,,,0.050708008,0.053030207,0.055559738,0.065408573,0.076879011,,14394.75091,56.78871216,C
383,148.3411162,289.0932444,0.421765236,256.6017754,686.7306698,0.161434404,0.15485611,0.138128653,0.08594262,0.075382454,0.056136618,0.059041237,0.067562577,0.081325431,0.103809141,,9006.391201,63.94148234,C
384,154.652178,296.546828,0.423935957,193.8647191,694.7710539,0.186615226,0.160474166,0.133557865,0.102808465,0.075975697,0.056164926,0.060333591,0.063461753,0.070912483,0.089642107,,9673.185152,64.62861174,C
385,150.1863478,246.9334156,0.334450066,185.6622074,703.3428596,0.255519596,0.183886297,0.125027486,0.08728677,0.071274221,0.055905551,0.054516936,0.053898516,0.055637477,0.057055352,0.01,10512.46156,65.19783451,C
386,182.9426517,252.7060994,0.327198995,161.1575887,441.1130241,0.288523965,0.181987951,0.105167276,0.072833172,0.059206606,0.047238684,0.051214444,0.055732127,0.063617822,0.074317891,0.04,9944.140956,62.54899007,C
387,123.3766168,192.3893543,0.275048814,197.1377331,388.8051093,0.29832432,0.19334218,0.113757859,0.076013749,0.062461143,0.046106718,0.046735487,0.049535062,0.054026713,0.059512684,0.05,9801.862891,61.94359827,C
388,185.5155174,277.0171495,0.38042049,218.9927768,703.3428596,0.24955087,0.182274177,0.124601785,0.08594262,0.068397022,0.051209511,0.052101264,0.055636156,0.061742492,0.068940832,0.03,10005.16499,63.02066485,C
389,141.6639564,237.3599511,0.319337393,210.7800274,449.5027786,0.245297979,0.193245571,0.128877014,0.082570314,0.068210791,0.050050695,0.05143411,0.056157968,0.057583186,0.066705688,0.04,10752.8836,63.98053291,C
390,136.2496289,276.9303709,0.436341277,240.1769372,717.5174118,0.23908917,0.185280381,0.125339014,0.082120498,0.06645085,0.05042214,0.053131194,0.055838799,0.065531096,0.077127495,0.01,14329.99994,56.54837782,C
